"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","blast_hit","evalue","ProteinNames","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"1288","Pocillopora_acuta_HIv2___RNAseq.820_t",2229.99269376669,1.87280077723245,0.670853864348869,0.000720188149421405,0.00444972293602358,"Q91821",0,"Maternal embryonic leucine zipper kinase (MELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase)","apoptotic process [GO:0006915]; cell population proliferation [GO:0008283]; hemopoiesis [GO:0030097]; neural precursor cell proliferation [GO:0061351]; positive regulation of apoptotic process [GO:0043065]; protein autophosphorylation [GO:0046777]","GO:0004674; GO:0004715; GO:0005509; GO:0005524; GO:0005886; GO:0005938; GO:0006915; GO:0008283; GO:0008289; GO:0030097; GO:0043065; GO:0046777; GO:0061351; GO:0106310","cell cortex [GO:0005938]; plasma membrane [GO:0005886]","ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"
"1289","Pocillopora_acuta_HIv2___RNAseq.g5896.t1",3440.59614231845,2.25437790580298,2.36453405050888,0.000723851356814448,0.00447011295626545,"Q9I8W5",8.72e-24,"Probable N-acetyltransferase camello (EC 2.3.1.-) (Xcml)","gastrulation with mouth forming second [GO:0001702]; negative regulation of cell adhesion [GO:0007162]","GO:0000139; GO:0001702; GO:0005794; GO:0007162; GO:0008080","Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]","N-acetyltransferase activity [GO:0008080]"
"1290","Pocillopora_acuta_HIv2___RNAseq.g28577.t1",46.9812007729321,2.99424199291591,2.3701587929743,0.000728794072107231,0.00449713202174018,"G5EBQ8",3.6e-107,"Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2)","cell wall chitin biosynthetic process [GO:0006038]; chitin biosynthetic process [GO:0006031]; positive regulation of nematode larval development [GO:0061063]","GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944","cell periphery [GO:0071944]; cell septum [GO:0030428]; plasma membrane [GO:0005886]","chitin synthase activity [GO:0004100]"
"1291","Pocillopora_acuta_HIv2___RNAseq.g237.t1",386.013334923639,-2.35227938169069,1.04669818913321,0.000733982167910581,0.00451859369557881,"A0JM23",2.01e-36,"Nephrocystin-3","cilium assembly [GO:0060271]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000095]; Wnt signaling pathway [GO:0016055]","GO:0005929; GO:0016055; GO:0060271; GO:0090090; GO:2000095","cilium [GO:0005929]",""
"1292","Pocillopora_acuta_HIv2___RNAseq.g23361.t1",51.9369832263055,-1.30999755669345,2.52022102241863,0.000734146514422719,0.00451859369557881,"Q26614",5.37e-07,"Fibroblast growth factor receptor (SpFGFR) (EC 2.7.10.1)","","GO:0005007; GO:0005524; GO:0005886; GO:0017134; GO:0043235","plasma membrane [GO:0005886]; receptor complex [GO:0043235]","ATP binding [GO:0005524]; fibroblast growth factor binding [GO:0017134]; fibroblast growth factor receptor activity [GO:0005007]"
"1293","Pocillopora_acuta_HIv2___TS.g1340.t1b",4631.38078039568,1.95257579774711,0.729772977236345,0.000735367477960517,0.00452418341183366,"Q28668",6.52e-72,"Collagen alpha-2(I) chain (Alpha-2 type I collagen)","extracellular matrix organization [GO:0030198]","GO:0005581; GO:0005615; GO:0030020; GO:0030198; GO:0046872; GO:0062023","collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]","extracellular matrix structural constituent conferring tensile strength [GO:0030020]; metal ion binding [GO:0046872]"
"1294","Pocillopora_acuta_HIv2___RNAseq.g1315.t1",470.976544572365,1.99011042569093,3.01855813152845,0.000744743773608714,0.00457408659935306,"Q0V9P1",3.74e-22,"Histamine N-methyltransferase (HMT) (EC 2.1.1.8)","histamine catabolic process [GO:0001695]; methylation [GO:0032259]","GO:0001695; GO:0005737; GO:0032259; GO:0046539","cytoplasm [GO:0005737]","histamine N-methyltransferase activity [GO:0046539]"
"1295","Pocillopora_acuta_HIv2___TS.g14240.t1",40.6435769702235,2.88463425162137,1.27595924784566,0.000745601566881323,0.00457546926744652,NA,NA,NA,NA,NA,NA,NA
"1296","Pocillopora_acuta_HIv2___RNAseq.g26271.t1",456.897978789053,-2.55287879785417,1.64808447830205,0.000758127415707948,0.00464248727383563,"P68373",0,"Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Alpha-tubulin isotype M-alpha-6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]","microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]","GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005874; GO:0005881; GO:0016787; GO:0045121; GO:0046872","cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; membrane raft [GO:0045121]; microtubule [GO:0005874]; nucleus [GO:0005634]","GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]"
"1297","Pocillopora_acuta_HIv2___RNAseq.g8922.t1",605.533010139431,2.22039677081802,2.77389272036984,0.000758640619051731,0.00464366395004834,"Q00685",0,"Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; Complement C3 gamma chain]","complement activation, classical pathway [GO:0006958]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]","GO:0004866; GO:0005615; GO:0006954; GO:0006958; GO:0045087","extracellular space [GO:0005615]","endopeptidase inhibitor activity [GO:0004866]"
"1298","Pocillopora_acuta_HIv2___RNAseq.g7074.t1",133.808489773768,2.81524128031713,1.41761971499641,0.000759943285813,0.00464966991793538,NA,NA,NA,NA,NA,NA,NA
"1299","Pocillopora_acuta_HIv2___TS.g29599.t2",283.253432583366,-1.59172091001685,2.28754946487706,0.000769439299075605,0.00469981842138072,"Q8IYQ7",0,"Threonine synthase-like 1 (TSH1)","","GO:0005737","cytoplasm [GO:0005737]",""
"1300","Pocillopora_acuta_HIv2___TS.g2746.t1",2190.07588565629,-2.13970427000665,0.885143801143355,0.000772016942662528,0.00471327982168948,NA,NA,NA,NA,NA,NA,NA
"1301","Pocillopora_acuta_HIv2___RNAseq.g9734.t1",321.144709954626,2.61416969658902,2.1049441553533,0.000774271032967942,0.00472135591098158,NA,NA,NA,NA,NA,NA,NA
"1302","Pocillopora_acuta_HIv2___RNAseq.g30593.t1",319.597733468068,1.69014866708579,2.44162677651282,0.000789695671002472,0.00479922612831082,"Q2HJI8",3.45e-51,"Ras-related protein Rab-8B","endocytic recycling [GO:0032456]; exocytosis [GO:0006887]; protein secretion [GO:0009306]","GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0006887; GO:0008021; GO:0009306; GO:0010008; GO:0019003; GO:0030140; GO:0030670; GO:0032456; GO:0045335","endosome [GO:0005768]; endosome membrane [GO:0010008]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]; trans-Golgi network transport vesicle [GO:0030140]","GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]"
"1303","Pocillopora_acuta_HIv2___RNAseq.g15577.t1",225.946430385387,-2.02724079033391,0.769182655586933,0.000794654073482073,0.00482328011701415,"P05123",1.79e-103,"Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK)","phosphocreatine biosynthetic process [GO:0046314]; response to heat [GO:0009408]","GO:0004111; GO:0005524; GO:0005615; GO:0005737; GO:0009408; GO:0046314","cytoplasm [GO:0005737]; extracellular space [GO:0005615]","ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]"
"1304","Pocillopora_acuta_HIv2___RNAseq.g763.t1",97.7345988190866,-2.95569297801715,1.64826941787431,0.000804509985164227,0.00487349719582819,"O70277",2.65e-20,"Tripartite motif-containing protein 3 (EC 2.3.2.27) (Brain-expressed RING finger protein) (RING finger protein 22)","negative regulation of translation [GO:0017148]; positive regulation of toll-like receptor 3 signaling pathway [GO:0034141]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein transport [GO:0015031]; protein ubiquitination [GO:0016567]; regulation protein catabolic process at postsynapse [GO:0140252]","GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0017148; GO:0030371; GO:0030425; GO:0034141; GO:0042802; GO:0043161; GO:0061630; GO:0070534; GO:0098794; GO:0098978; GO:0140252","cytoplasm [GO:0005737]; dendrite [GO:0030425]; early endosome [GO:0005769]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; postsynapse [GO:0098794]","identical protein binding [GO:0042802]; translation repressor activity [GO:0030371]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"1305","Pocillopora_acuta_HIv2___TS.g22883.t1",2589.67808780979,2.58015124518841,1.95484028262295,0.000805465959605464,0.00487662605263015,NA,NA,NA,NA,NA,NA,NA
"1306","Pocillopora_acuta_HIv2___RNAseq.g11124.t1",8118.19874141245,2.03182650333091,0.787588846737577,0.000806168052915587,0.00487883460977868,NA,NA,NA,NA,NA,NA,NA
"1307","Pocillopora_acuta_HIv2___TS.g18665.t1",106.168312872365,-4.46232783910873,3.3162342444121,0.000809980307227513,0.00489780734270015,NA,NA,NA,NA,NA,NA,NA
"1308","Pocillopora_acuta_HIv2___TS.g18622.t1b",4572.98017033914,3.382436119853,1.7495612224353,0.000822388457881533,0.00496660820659645,"A2ASQ1",1.54e-86,"Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]","cell differentiation [GO:0030154]; chemical synaptic transmission [GO:0007268]; circadian rhythm [GO:0007623]; enzyme-linked receptor protein signaling pathway [GO:0007167]; motor neuron apoptotic process [GO:0097049]; negative regulation of P-type sodium:potassium-exchanging transporter activity [GO:1903407]; negative regulation of sodium ion export across plasma membrane [GO:1903277]; neuromuscular junction development [GO:0007528]; plasma membrane organization [GO:0007009]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; positive regulation of motor neuron apoptotic process [GO:2000673]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of protein binding [GO:0032092]; positive regulation of protein geranylgeranylation [GO:2000541]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein tyrosine kinase activity [GO:0061098]; positive regulation of Rac protein signal transduction [GO:0035022]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; positive regulation of synaptic assembly at neuromuscular junction [GO:0045887]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein transport [GO:0015031]; receptor clustering [GO:0043113]; regulation of axon guidance [GO:1902667]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction [GO:0055117]; regulation of GTPase activity [GO:0043087]; regulation of microtubule cytoskeleton organization [GO:0070507]; regulation of protein phosphorylation [GO:0001932]; regulation of synapse organization [GO:0050807]; regulation of synaptic activity [GO:0060025]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse assembly [GO:0007416]","GO:0001932; GO:0001934; GO:0002162; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005796; GO:0007009; GO:0007167; GO:0007268; GO:0007416; GO:0007528; GO:0007623; GO:0009986; GO:0015031; GO:0030154; GO:0030548; GO:0032092; GO:0033691; GO:0035022; GO:0035374; GO:0036122; GO:0042030; GO:0042383; GO:0043083; GO:0043087; GO:0043113; GO:0043395; GO:0043547; GO:0044295; GO:0044325; GO:0045202; GO:0045887; GO:0045944; GO:0048018; GO:0050431; GO:0050731; GO:0050807; GO:0051491; GO:0055117; GO:0060025; GO:0061098; GO:0062023; GO:0070507; GO:0071340; GO:0086036; GO:0097049; GO:0098978; GO:1902667; GO:1903277; GO:1903407; GO:1904395; GO:2000541; GO:2000673","axonal growth cone [GO:0044295]; basement membrane [GO:0005604]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; Golgi lumen [GO:0005796]; sarcolemma [GO:0042383]; synapse [GO:0045202]; synaptic cleft [GO:0043083]","acetylcholine receptor regulator activity [GO:0030548]; ATPase inhibitor activity [GO:0042030]; BMP binding [GO:0036122]; calcium ion binding [GO:0005509]; chondroitin sulfate binding [GO:0035374]; dystroglycan binding [GO:0002162]; heparan sulfate proteoglycan binding [GO:0043395]; receptor ligand activity [GO:0048018]; sialic acid binding [GO:0033691]; transforming growth factor beta binding [GO:0050431]; transmembrane transporter binding [GO:0044325]"
"1309","Pocillopora_acuta_HIv2___RNAseq.g14769.t1",2602.28641466178,2.82036905745453,2.08499394095793,0.000826035107760902,0.00498446883548339,"Q61555",0,"Fibrillin-2 [Cleaved into: Placensin]","anatomical structure morphogenesis [GO:0009653]; bone trabecula formation [GO:0060346]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; embryonic limb morphogenesis [GO:0030326]; limb morphogenesis [GO:0035108]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; sequestering of TGFbeta in extracellular matrix [GO:0035583]","GO:0001527; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0009653; GO:0030326; GO:0030501; GO:0031012; GO:0035108; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023","collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; microfibril [GO:0001527]","calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; hormone activity [GO:0005179]"
"1310","Pocillopora_acuta_HIv2___RNAseq.g21967.t1",1724.85187375922,1.9253021090702,0.714976177688233,0.000829625648272688,0.00500404727965644,"P53634",5.21e-171,"Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]","immune response [GO:0006955]; negative regulation of myelination [GO:0031642]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of microglial cell activation [GO:1903980]; positive regulation of proteolysis involved in protein catabolic process [GO:1903052]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; T cell mediated cytotoxicity [GO:0001913]","GO:0001913; GO:0004197; GO:0004252; GO:0005576; GO:0005615; GO:0005654; GO:0005764; GO:0005788; GO:0005813; GO:0006508; GO:0006955; GO:0008234; GO:0008239; GO:0016020; GO:0016505; GO:0019902; GO:0030134; GO:0031404; GO:0031642; GO:0033116; GO:0035578; GO:0042802; GO:0043231; GO:0051087; GO:0051603; GO:0062023; GO:0070062; GO:1903052; GO:1903980; GO:2001235","azurophil granule lumen [GO:0035578]; centrosome [GO:0005813]; collagen-containing extracellular matrix [GO:0062023]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; membrane [GO:0016020]; nucleoplasm [GO:0005654]","chloride ion binding [GO:0031404]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; dipeptidyl-peptidase activity [GO:0008239]; identical protein binding [GO:0042802]; peptidase activator activity involved in apoptotic process [GO:0016505]; phosphatase binding [GO:0019902]; protein-folding chaperone binding [GO:0051087]; serine-type endopeptidase activity [GO:0004252]"
"1311","Pocillopora_acuta_HIv2___RNAseq.g15938.t1",191.513469864645,2.33829242499298,1.00549321682885,0.000832396446864799,0.00501866703103479,NA,NA,NA,NA,NA,NA,NA
"1312","Pocillopora_acuta_HIv2___RNAseq.g20666.t1",917.510474861776,-3.01256110728601,1.63360477232058,0.000838024244309024,0.00504838928350093,"P46434",7.02e-34,"Glutathione S-transferase 1 (EC 2.5.1.18)","glutathione metabolic process [GO:0006749]","GO:0004364; GO:0006749","","glutathione transferase activity [GO:0004364]"
"1313","Pocillopora_acuta_HIv2___TS.g28827.t1",585.91619590565,2.14097152310191,0.871288867290751,0.00084463461207167,0.00508304065755897,NA,NA,NA,NA,NA,NA,NA
"1314","Pocillopora_acuta_HIv2___RNAseq.g24449.t1",114.361387954748,-1.30532345581403,2.14734917445391,0.00084508329031716,0.00508304065755897,NA,NA,NA,NA,NA,NA,NA
"1315","Pocillopora_acuta_HIv2___RNAseq.g11156.t1",598.963172983968,1.95847827685678,2.48576721491128,0.000853710849228505,0.0051258089345127,NA,NA,NA,NA,NA,NA,NA
"1316","Pocillopora_acuta_HIv2___RNAseq.g16844.t1",101.446831546233,-2.81437017626108,2.31488613824543,0.000877035304164065,0.00525276962295198,"Q96PQ7",3.95e-24,"Kelch-like protein 5","","GO:0003779; GO:0005737; GO:0005829; GO:0005856","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]","actin binding [GO:0003779]"
