,query,baseMean,log2FoldChange,lfcSE,pvalue,padj,Heatmap_Label,blast_hit,evalue,ProteinNames,BiologicalProcess,GeneOntologyIDs
3368,Pocillopora_acuta_HIv2___RNAseq.g20140.t1,267.3290661,-0.608336267,1.251039873,0.00838029,0.035989466,,Q8VE09,3.91E-147,Tetratricopeptide repeat protein 39C (TPR repeat protein 39C),cilium assembly [GO:0060271]; otolith morphogenesis [GO:0032474],GO:0032474; GO:0060271
3369,Pocillopora_acuta_HIv2___RNAseq.g16133.t1a,81.34025431,-0.175484905,1.023073421,0.008383364,0.035991977,,Q9WTN5,7.89E-125,Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1),endocytosis involved in viral entry into host cell [GO:0075509]; positive regulation of autophagy [GO:0010508]; sodium ion transmembrane transport [GO:0035725],GO:0005248; GO:0005765; GO:0010008; GO:0010508; GO:0015280; GO:0016020; GO:0019905; GO:0022832; GO:0031901; GO:0034702; GO:0035725; GO:0036019; GO:0042802; GO:0042803; GO:0055038; GO:0072345; GO:0075509; GO:0080025; GO:0097682
3370,Pocillopora_acuta_HIv2___RNAseq.g20401.t1,89.23461027,-0.146049771,1.027420052,0.00839805,0.03604433,,A4IF62,0,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III subunit A),defense response to virus [GO:0051607]; innate immune response [GO:0045087]; positive regulation of interferon-beta production [GO:0032728]; transcription by RNA polymerase III [GO:0006383],GO:0003677; GO:0003899; GO:0005634; GO:0005666; GO:0005829; GO:0006383; GO:0031981; GO:0032728; GO:0045087; GO:0046872; GO:0051607
3371,Pocillopora_acuta_HIv2___RNAseq.g30977.t1,79.13515956,-0.322843956,1.069036193,0.008410325,0.036086308,,NA,NA,NA,NA,NA
3372,Pocillopora_acuta_HIv2___RNAseq.g19470.t1,4616.902312,1.417531867,0.679814041,0.008416888,0.036103758,,A0A481NSZ4,3.75E-90,Bactericidal permeability-increasing protein (BPI) (Lipopolysaccharide-binding protein) (LBP),defense response to bacterium [GO:0042742]; innate immune response [GO:0045087],GO:0005615; GO:0008289; GO:0042742; GO:0045087
3373,Pocillopora_acuta_HIv2___RNAseq.g23244.t1,10.35844537,0.563059504,1.219375129,0.008419648,0.03610489,,Q09575,5.59E-26,Uncharacterized protein K02A2.6,DNA integration [GO:0015074],GO:0003676; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
3374,Pocillopora_acuta_HIv2___RNAseq.g30803.t1,643.5862467,-0.686658412,1.24990332,0.008425481,0.036119195,,Q9Y2G8,6.35E-109,DnaJ homolog subfamily C member 16 (Endoplasmic reticulum DNA J domain-containing protein 8) (ER-resident protein ERdj8) (ERdj8),regulation of autophagosome size [GO:0016243],GO:0005789; GO:0016243
3375,Pocillopora_acuta_HIv2___TS.g17199.t1,3983.641332,1.593465297,0.885390282,0.008431161,0.036132835,,P19137,9.77E-10,Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha),animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; blood vessel morphogenesis [GO:0048514]; branching involved in salivary gland morphogenesis [GO:0060445]; camera-type eye development [GO:0043010]; cell adhesion [GO:0007155]; cell surface receptor signaling pathway [GO:0007166]; epithelial tube branching involved in lung morphogenesis [GO:0060441]; establishment of epithelial cell apical/basal polarity [GO:0045198]; morphogenesis of an epithelial sheet [GO:0002011]; neuron projection development [GO:0031175]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of muscle cell differentiation [GO:0051149]; protein phosphorylation [GO:0006468]; regulation of basement membrane organization [GO:0110011]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; retina development in camera-type eye [GO:0060041]; retinal blood vessel morphogenesis [GO:0061304]; tissue development [GO:0009888],GO:0002011; GO:0005102; GO:0005201; GO:0005576; GO:0005604; GO:0005606; GO:0005608; GO:0005615; GO:0005911; GO:0006468; GO:0007155; GO:0007166; GO:0007411; GO:0009887; GO:0009888; GO:0016020; GO:0030334; GO:0031012; GO:0031175; GO:0043010; GO:0043208; GO:0043256; GO:0045198; GO:0045785; GO:0045995; GO:0048514; GO:0051149; GO:0060041; GO:0060441; GO:0060445; GO:0061304; GO:0062023; GO:0098637; GO:0110011; GO:2001046
3376,Pocillopora_acuta_HIv2___RNAseq.g25626.t1b,225.6220248,-0.452223387,1.086312361,0.008454722,0.036223073,,Q99MX7,4.35E-06,Transmembrane protein 121B (Cat eye syndrome critical region protein 6 homolog),,
3377,Pocillopora_acuta_HIv2___TS.g19755.t2,98.28494344,-0.09662071,1.016502185,0.00845796,0.036226214,,Q8T773,4.69E-118,Putative malate dehydrogenase 1B (EC 1.1.1.-),malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099],GO:0006099; GO:0006108; GO:0016615; GO:0016616
3378,Pocillopora_acuta_HIv2___RNAseq.g12816.t1,60.65888687,-0.368027302,1.092345832,0.008460834,0.036227798,,Q9CYC6,5.05E-93,m7GpppN-mRNA hydrolase (EC 3.6.1.62) (mRNA-decapping enzyme 2),"deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; histone mRNA catabolic process [GO:0071044]; mRNA catabolic process [GO:0006402]; negative regulation of telomere maintenance via telomerase [GO:0032211]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of mRNA stability [GO:0043488]; regulation of telomerase RNA localization to Cajal body [GO:1904872]",GO:0000184; GO:0000290; GO:0000932; GO:0003723; GO:0004534; GO:0005654; GO:0005737; GO:0006402; GO:0016442; GO:0030054; GO:0030145; GO:0032211; GO:0043488; GO:0071044; GO:0140933; GO:1904872
3379,Pocillopora_acuta_HIv2___RNAseq.g10025.t1,32.57078446,-0.464219494,1.112788187,0.008468748,0.036250952,,NA,NA,NA,NA,NA
3380,Pocillopora_acuta_HIv2___RNAseq.g22909.t1,33.69163984,2.226070637,1.29987704,0.008483181,0.03629681,,NA,NA,NA,NA,NA
3381,Pocillopora_acuta_HIv2___RNAseq.g804.t1,106.5858604,0.999502008,1.624142022,0.00848448,0.03629681,,A2ASS6,2.09E-09,Titin (EC 2.7.11.1) (Connectin),adult heart development [GO:0007512]; cardiac muscle tissue development [GO:0048738]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of relaxation of cardiac muscle [GO:1901897]; sarcomere organization [GO:0045214]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; ventricular system development [GO:0021591],GO:0001701; GO:0001756; GO:0003007; GO:0004674; GO:0004713; GO:0005200; GO:0005516; GO:0005524; GO:0005634; GO:0005859; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0021591; GO:0030017; GO:0030018; GO:0030506; GO:0031430; GO:0031672; GO:0031674; GO:0035995; GO:0043056; GO:0045214; GO:0046872; GO:0048738; GO:0055002; GO:0055003; GO:0055008; GO:0060419; GO:0106310; GO:1901897
3382,Pocillopora_acuta_HIv2___RNAseq.g10178.t1,597.0149219,-0.799680612,1.346270382,0.008498391,0.036345572,BTB/POZ domain-containing protein 16,Q95J53,6.11E-89,BTB/POZ domain-containing protein 16,,
3383,Pocillopora_acuta_HIv2___RNAseq.g16928.t3,5447.65606,1.826269886,1.269018807,0.008516505,0.036412275,,O70521,4.34E-40,Regulator of G-protein signaling 19 (RGS19) (G-alpha-interacting protein) (GAIP),negative regulation of signal transduction [GO:0009968]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; response to ethanol [GO:0045471],GO:0000139; GO:0001965; GO:0005096; GO:0005903; GO:0008277; GO:0009968; GO:0030136; GO:0045471
3384,Pocillopora_acuta_HIv2___RNAseq.g26337.t1,47.98183862,-0.291638543,1.062688284,0.008576548,0.036658152,,F1NV61,3.83E-29,Caspase-7 (CASP-7) (EC 3.4.22.60) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],defense response to bacterium [GO:0042742]; execution phase of apoptosis [GO:0097194]; lymphocyte apoptotic process [GO:0070227]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of plasma membrane repair [GO:1905686]; proteolysis [GO:0006508],GO:0003723; GO:0004190; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0042742; GO:0043525; GO:0070227; GO:0097153; GO:0097194; GO:0097200; GO:1905686
3385,Pocillopora_acuta_HIv2___RNAseq.g5307.t1,787.0241,0.354245076,1.105113519,0.008580115,0.036662565,,NA,NA,NA,NA,NA
3386,Pocillopora_acuta_HIv2___RNAseq.g11595.t1,593.7769162,-0.781005133,1.291939287,0.008586454,0.036677422,,P82933,1.38E-55,"Small ribosomal subunit protein uS9m (28S ribosomal protein S9, mitochondrial) (MRP-S9) (S9mt)",mitochondrial translation [GO:0032543],GO:0003723; GO:0003735; GO:0005730; GO:0005739; GO:0005743; GO:0005763; GO:0032543
3387,Pocillopora_acuta_HIv2___RNAseq.g3131.t1,63.22330548,-0.120709291,1.018855001,0.008588664,0.036677422,,Q8CEE0,3.35E-80,Centrosomal protein of 57 kDa (Cep57) (Testis-specific protein 57) (Translokin),fibroblast growth factor receptor signaling pathway [GO:0008543]; protein homooligomerization [GO:0051260]; spermatid development [GO:0007286],GO:0005634; GO:0005737; GO:0005794; GO:0005813; GO:0005829; GO:0005874; GO:0007286; GO:0008017; GO:0008543; GO:0017134; GO:0034451; GO:0042803; GO:0043015; GO:0051260
3388,Pocillopora_acuta_HIv2___RNAseq.g12257.t1,95.10117774,0.916900627,1.606600387,0.00861009,0.03675807,,F1NWE3,7.09E-13,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Chick receptor tyrosine phosphatase alpha) (CRYP alpha) (CRYPalpha),negative regulation of axon extension [GO:0030517]; negative regulation of axon regeneration [GO:0048681]; negative regulation of collateral sprouting [GO:0048671]; negative regulation of dendritic spine development [GO:0061000]; peptidyl-tyrosine dephosphorylation [GO:0035335]; synaptic membrane adhesion [GO:0099560],GO:0004725; GO:0005886; GO:0008201; GO:0030424; GO:0030426; GO:0030517; GO:0030672; GO:0035335; GO:0042803; GO:0043204; GO:0043395; GO:0048671; GO:0048681; GO:0061000; GO:0098839; GO:0099560
3389,Pocillopora_acuta_HIv2___RNAseq.g3094.t1,661.5787531,1.718273274,1.299516714,0.008648893,0.036908587,,P49288,2.49E-29,Melatonin receptor type 1C (Mel-1C-R) (Mel1c receptor) (CKB),G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of glucose import [GO:0046325]; negative regulation of glycolytic process [GO:0045820],GO:0004930; GO:0005654; GO:0005886; GO:0007186; GO:0008502; GO:0045820; GO:0046325; GO:1904408
3390,Pocillopora_acuta_HIv2___RNAseq.g3482.t1,140.2256611,-1.608342124,0.926670153,0.00865045,0.036908587,,Q8JIR0,1.62E-57,Polycomb complex protein BMI-1-A (Polycomb group RING finger protein 4-A),"cerebellum development [GO:0021549]; chromatin remodeling [GO:0006338]; hematopoietic stem cell migration [GO:0035701]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of transcription by RNA polymerase II [GO:0000122]; primitive hemopoiesis [GO:0060215]",GO:0000122; GO:0006338; GO:0021549; GO:0031519; GO:0035102; GO:0035701; GO:0045814; GO:0046872; GO:0060215; GO:1990841
3391,Pocillopora_acuta_HIv2___RNAseq.g29988.t1,81.53589654,-0.352374231,1.085407536,0.008659624,0.036936835,,O18404,1.89E-90,"3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51, EC 1.1.1.62) (3-hydroxyacyl-CoA dehydrogenase type II) (Hydroxysteroid dehydrogenase) (EC 1.1.1.-, EC 1.1.1.53) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Scully protein) (Type II HADH)",acyl-CoA metabolic process [GO:0006637]; androgen metabolic process [GO:0008209]; ecdysone metabolic process [GO:0008205]; estrogen metabolic process [GO:0008210]; fatty acid metabolic process [GO:0006631]; mitochondrial tRNA processing [GO:0090646]; steroid metabolic process [GO:0008202],GO:0003857; GO:0004303; GO:0005739; GO:0006631; GO:0006637; GO:0008202; GO:0008205; GO:0008209; GO:0008210; GO:0016229; GO:0018454; GO:0030678; GO:0035410; GO:0047015; GO:0047022; GO:0047035; GO:0090646; GO:0106282; GO:0106283
3392,Pocillopora_acuta_HIv2___RNAseq.g22053.t2,357.6060357,-0.665980971,1.201297484,0.008668221,0.036952522,,NA,NA,NA,NA,NA
3393,Pocillopora_acuta_HIv2___TS.g14275.t1b,724.0521661,-0.734399965,1.251673357,0.008668412,0.036952522,,P34473,1.30E-19,Uncharacterized protein F58A4.6,,
3394,Pocillopora_acuta_HIv2___RNAseq.g8644.t1,1640.572074,-1.608007667,0.95587031,0.008676419,0.036975758,,Q95NR9,4.08E-102,Calmodulin (CaM),,GO:0005509; GO:0030234
3395,Pocillopora_acuta_HIv2___TS.g11523.t1b,1097.739657,-1.264796361,1.742384356,0.008705415,0.037082503,,A0A1B0GVH7,1.51E-21,IQ domain-containing protein M,,
3396,Pocillopora_acuta_HIv2___RNAseq.g20864.t1,382.6366226,-0.756493437,1.275464196,0.008706594,0.037082503,,Q6NRT5,0,COP9 signalosome complex subunit 1 (Signalosome subunit 1),,GO:0005737; GO:0008180
3397,Pocillopora_acuta_HIv2___RNAseq.g15953.t1,211.5070917,1.633001354,0.999629977,0.008725959,0.037154039,,Q923Y9,2.14E-06,Trace amine-associated receptor 1 (TaR-1) (Trace amine receptor 1),G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of cAMP-mediated signaling [GO:0043950],GO:0001594; GO:0004930; GO:0005886; GO:0007186; GO:0008227; GO:0043950
3398,Pocillopora_acuta_HIv2___RNAseq.g29446.t1,1041.780864,1.666064148,1.252133292,0.008734292,0.037178575,,Q13613,1.47E-67,"Phosphatidylinositol-3-phosphate phosphatase MTMR1 (EC 3.1.3.-) (Myotubularin-related protein 1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95)",phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol dephosphorylation [GO:0046856]; regulation of phosphatidylinositol dephosphorylation [GO:0060304],GO:0004438; GO:0005737; GO:0005829; GO:0005886; GO:0006661; GO:0016020; GO:0042803; GO:0046856; GO:0052629; GO:0060304
3399,Pocillopora_acuta_HIv2___RNAseq.g4172.t1,13.48723832,-0.547095754,1.213288394,0.00877013,0.037320142,,NA,NA,NA,NA,NA
3400,Pocillopora_acuta_HIv2___RNAseq.g22356.t1,667.6809503,-0.988434848,1.463246681,0.008794332,0.037406527,,Q8BXX9,2.11E-32,Coiled-coil domain-containing protein 169,,
3401,Pocillopora_acuta_HIv2___TS.g13944.t1,252.4266847,0.6402817,1.27591237,0.008795603,0.037406527,,Q8C5H1,0,Anoctamin-4 (Transmembrane protein 16D),calcium activated galactosylceramide scrambling [GO:0061591]; calcium activated phosphatidylcholine scrambling [GO:0061590]; calcium activated phosphatidylserine scrambling [GO:0061589]; chloride transmembrane transport [GO:1902476]; establishment of localization in cell [GO:0051649],GO:0005254; GO:0005886; GO:0017128; GO:0046983; GO:0051649; GO:0061589; GO:0061590; GO:0061591; GO:1902476
3402,Pocillopora_acuta_HIv2___TS.g10282.t1,19189.45527,1.347320972,0.632891557,0.008849013,0.037622612,,Q9I954,3.83E-08,Thymosin beta-b,actin filament organization [GO:0007015]; regulation of cell migration [GO:0030334]; sequestering of actin monomers [GO:0042989],GO:0003785; GO:0005737; GO:0005856; GO:0007015; GO:0030334; GO:0042989
3403,Pocillopora_acuta_HIv2___RNAseq.g23533.t1,38.79251201,0.647097461,1.25828297,0.00885554,0.037639297,,NA,NA,NA,NA,NA
3404,Pocillopora_acuta_HIv2___RNAseq.g506.t1,149.7276353,-0.08115989,1.021518769,0.008865903,0.037672273,,A1L0Y2,6.62E-60,Neuralized-like protein 4,,GO:0005737; GO:0005814
3405,Pocillopora_acuta_HIv2___RNAseq.g4805.t1,63.07006563,-0.796404364,1.380947077,0.008870708,0.037681622,,NA,NA,NA,NA,NA
3406,Pocillopora_acuta_HIv2___RNAseq.g420.t1,20.59109328,-0.875739977,1.454539989,0.008884075,0.037718432,,Q09575,5.50E-91,Uncharacterized protein K02A2.6,DNA integration [GO:0015074],GO:0003676; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
3407,Pocillopora_acuta_HIv2___RNAseq.g19328.t1,392.0763464,-0.184160941,1.025935429,0.008884589,0.037718432,,Q6P756,3.93E-97,Adaptin ear-binding coat-associated protein 2 (NECAP-2),endocytosis [GO:0006897]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192],GO:0005886; GO:0005905; GO:0006897; GO:0015031; GO:0016192; GO:0030125
3408,Pocillopora_acuta_HIv2___RNAseq.g5348.t1a,913.4121656,1.649225526,1.511846397,0.008896675,0.037758659,,Q5XJN2,3.63E-60,Gamma-interferon-inducible lysosomal thiol reductase (EC 1.8.-.-) (Gamma-interferon-inducible protein IP-30),cell redox homeostasis [GO:0045454]; hematopoietic stem cell proliferation [GO:0071425]; immune system process [GO:0002376],GO:0002376; GO:0005576; GO:0005764; GO:0016667; GO:0016671; GO:0045454; GO:0047134; GO:0071425
3409,Pocillopora_acuta_HIv2___RNAseq.g18163.t1,738.9168634,-0.634984821,1.192515894,0.008924541,0.037865814,,Q924H2,2.71E-54,Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (mPcqap),positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; RNA polymerase II preinitiation complex assembly [GO:0051123]; somatic stem cell population maintenance [GO:0035019],GO:0003712; GO:0005634; GO:0005654; GO:0005737; GO:0032968; GO:0035019; GO:0051123; GO:0060261; GO:0070847
3410,Pocillopora_acuta_HIv2___RNAseq.g16305.t1,86.26277885,-0.472323815,1.117483804,0.008938796,0.037915174,,NA,NA,NA,NA,NA
3411,Pocillopora_acuta_HIv2___TS.g7298.t1,19.50306451,1.837620774,1.53317305,0.008942866,0.037921319,,NA,NA,NA,NA,NA
3412,Pocillopora_acuta_HIv2___RNAseq.g2472.t1,60.52846526,-0.505189776,1.116468524,0.008953275,0.037954329,,P35601,1.65E-46,Replication factor C subunit 1 (A1-P145) (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (Differentiation-specific element-binding protein) (ISRE-binding protein) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit),DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893],GO:0000122; GO:0003677; GO:0003689; GO:0003690; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281; GO:0016887; GO:0019904; GO:0031391; GO:0032991; GO:0043565; GO:0045892; GO:0045893; GO:0061860; GO:0140297
